timestamp,ema50_dist_trx_usd_6h,ema200_dist_trx_usd_6h,upper_bb_dist_trx_usd_6h,lower_bb_dist_trx_usd_6h,width_bb_trx_usd_6h,rsi_trx_usd_6h,stoch_rsi_fastk_trx_usd_6h,stoch_rsi_fastd_trx_usd_6h,kijun_dist_trx_usd_6h,tenkan_dist_trx_usd_6h
2018-09-16 08:00:00,3.5,26.41,7.05,-12.2,19.76,49.68,32.12,10.71,37.8,35.59
2018-09-16 14:00:00,1.83,24.22,5.65,-12.8,19.14,52.7,82.36,38.16,35.68,33.5
2018-09-16 20:00:00,2.25,24.6,6.44,-11.91,18.87,51.62,78.12,64.2,36.36,34.17
2018-09-17 02:00:00,2.16,24.35,6.3,-10.72,17.4,51.62,78.12,79.53,36.36,34.17
2018-09-17 08:00:00,2.12,24.16,5.28,-8.27,13.76,51.52,60.88,72.37,36.42,34.22
2018-09-17 14:00:00,8.04,31.45,10.74,-1.11,11.3,39.82,0.0,46.33,44.77,42.45
2018-09-17 20:00:00,9.72,33.63,12.63,1.15,10.74,37.04,0.0,20.29,47.55,45.18
2018-09-18 02:00:00,8.72,32.52,11.88,0.69,10.52,38.47,9.81,3.27,46.68,44.32
2018-09-18 08:00:00,5.89,29.07,9.29,-2.11,11.0,44.13,48.95,19.59,43.19,40.89
2018-09-18 14:00:00,3.82,26.47,7.08,-4.03,10.94,48.1,100.0,52.92,40.6,38.34
2018-09-18 20:00:00,3.66,26.2,6.95,-4.18,10.98,48.13,100.0,82.98,40.59,38.33
2018-09-19 02:00:00,1.5,23.41,4.27,-5.96,10.31,52.59,100.0,100.0,37.75,35.53
2018-09-19 08:00:00,3.47,25.71,6.41,-4.09,10.37,48.11,47.07,82.36,40.6,38.34
2018-09-19 14:00:00,2.31,24.18,5.26,-5.1,10.36,50.38,50.87,65.98,39.16,36.92
2018-09-19 20:00:00,1.67,23.26,4.59,-5.64,10.29,51.63,78.6,58.85,38.39,36.16
2018-09-20 02:00:00,0.2,21.26,3.08,-7.0,10.28,54.84,100.0,76.49,36.39,34.2
2018-09-20 08:00:00,-3.28,16.72,-0.06,-10.66,11.2,61.91,100.0,92.87,31.47,29.35
2018-09-20 14:00:00,-2.44,17.44,1.03,-10.13,11.69,59.79,81.57,93.86,32.47,30.35
2018-09-20 20:00:00,-5.98,12.76,-1.46,-14.35,13.99,66.33,100.0,93.86,27.34,25.29
2018-09-21 02:00:00,-8.18,9.62,-2.12,-17.56,17.12,70.08,100.0,93.86,23.91,21.92
2018-09-21 08:00:00,-12.96,3.25,-4.5,-24.08,22.85,76.5,100.0,100.0,16.74,14.86
2018-09-21 14:00:00,-8.98,7.46,1.01,-21.43,25.0,65.99,37.11,79.04,21.59,19.63
2018-09-21 20:00:00,-18.12,-4.16,-5.68,-32.18,32.68,76.28,97.88,78.33,8.39,6.65
2018-09-22 02:00:00,-12.51,1.79,2.18,-28.39,35.17,64.87,0.0,45.0,15.14,13.29
2018-09-22 08:00:00,-8.62,5.86,7.41,-25.36,36.0,58.93,0.0,32.63,19.81,17.88
2018-09-22 14:00:00,-8.64,5.37,7.87,-24.81,35.71,59.33,2.34,0.78,19.32,17.4
2018-09-22 20:00:00,-9.9,3.41,6.76,-24.97,34.91,61.21,13.17,5.17,17.14,15.26
2018-09-23 02:00:00,-12.94,-0.68,3.84,-26.92,34.78,65.13,100.0,38.5,12.5,10.69
2018-09-23 08:00:00,-13.07,-1.41,4.34,-26.56,34.76,65.85,100.0,71.06,11.65,9.85
2018-09-23 14:00:00,-10.17,1.39,7.99,-23.3,33.89,60.91,24.15,74.72,14.84,12.99
2018-09-23 20:00:00,-10.39,0.65,7.76,-22.52,32.69,61.7,15.96,46.71,14.01,12.18
2018-09-24 02:00:00,-8.08,2.85,10.36,-19.47,31.26,57.92,0.0,13.37,16.53,14.66
2018-09-24 08:00:00,-3.03,8.27,15.69,-13.32,28.67,50.32,0.0,5.32,22.77,20.8
2018-09-24 14:00:00,-5.59,5.11,11.86,-13.86,25.97,53.92,31.6,10.53,19.25,17.33
2018-09-24 20:00:00,-2.7,8.12,14.3,-9.35,23.07,50.03,0.0,10.53,22.75,20.78
2018-09-25 02:00:00,1.24,12.43,18.23,-4.24,21.0,45.33,0.0,10.53,27.79,25.74
2018-09-25 08:00:00,5.95,17.75,24.28,-0.02,21.67,40.64,0.0,-0.0,34.04,31.88
2018-09-25 14:00:00,4.4,16.07,22.66,-1.29,21.63,42.36,12.93,4.31,32.31,30.18
2018-09-25 20:00:00,0.77,11.94,18.45,-4.74,21.7,46.93,66.95,26.63,27.74,25.69
2018-09-26 02:00:00,2.48,13.83,20.85,-3.78,22.69,44.96,68.59,49.49,30.05,27.96
2018-09-26 08:00:00,0.38,11.39,18.16,-6.42,23.22,47.69,100.0,78.52,27.4,25.35
2018-09-26 14:00:00,-1.98,8.6,15.25,-8.89,23.4,50.89,100.0,89.53,24.3,22.3
2018-09-26 20:00:00,1.68,12.6,17.77,-5.47,21.89,46.29,22.43,74.14,29.03,26.96
2018-09-27 02:00:00,1.23,12.04,16.65,-6.34,21.87,46.83,31.49,51.31,28.52,26.46
2018-09-27 08:00:00,0.79,11.47,15.97,-7.2,22.2,47.41,24.43,26.11,28.0,25.94
2018-09-27 14:00:00,-2.56,7.57,11.75,-10.49,22.1,52.37,100.0,51.97,23.62,21.63
2018-09-27 20:00:00,-4.75,4.89,8.68,-12.64,21.75,55.66,100.0,74.81,20.59,18.65
2018-09-28 02:00:00,-5.96,3.26,6.05,-13.55,20.36,57.66,100.0,100.0,18.75,16.84
2018-09-28 08:00:00,0.38,10.13,11.33,-7.19,18.15,48.0,5.74,68.58,26.77,24.74
2018-09-28 14:00:00,-2.5,6.8,6.89,-9.52,16.64,51.93,40.67,48.81,23.01,21.03
2018-09-28 20:00:00,-2.04,7.14,5.74,-8.44,14.38,51.39,35.06,27.16,23.49,21.5
2018-09-29 02:00:00,0.55,9.89,7.26,-5.59,12.75,47.78,0.0,25.24,26.77,24.74
2018-09-29 08:00:00,-2.22,6.7,4.17,-8.27,12.7,51.79,96.61,43.89,23.17,21.19
2018-09-29 14:00:00,-2.45,6.28,3.3,-8.33,11.93,52.25,100.0,65.54,22.76,20.79
2018-09-29 20:00:00,-2.23,6.35,3.41,-8.21,11.91,52.04,95.41,97.34,22.92,20.94
2018-09-30 02:00:00,-2.19,6.24,3.61,-8.12,12.0,52.12,97.19,97.53,22.85,20.88
2018-09-30 08:00:00,-3.37,4.76,2.19,-8.38,10.9,54.36,100.0,97.53,21.2,19.25
2018-09-30 14:00:00,-3.14,4.82,2.26,-7.42,9.94,54.14,90.65,95.95,21.33,19.38
2018-09-30 20:00:00,-2.12,5.77,3.36,-6.23,9.74,52.16,4.95,65.2,22.49,20.53
2018-10-01 02:00:00,-1.9,5.87,3.39,-5.39,8.87,51.84,0.0,31.87,22.68,20.71
2018-10-01 08:00:00,-1.65,6.0,3.58,-4.88,8.51,51.43,0.0,1.65,22.9,20.92
2018-10-01 14:00:00,-1.55,5.99,3.68,-4.78,8.51,51.32,0.0,0.0,22.95,20.98
2018-10-01 20:00:00,-1.51,5.9,3.45,-4.12,7.59,51.38,6.64,2.21,22.93,20.95
2018-10-02 02:00:00,-3.05,4.08,1.62,-5.06,6.8,55.51,100.0,35.55,20.85,18.91
2018-10-02 08:00:00,-1.31,5.83,3.07,-2.69,5.75,50.8,0.0,35.55,22.95,20.98
2018-10-02 14:00:00,-0.52,6.58,3.87,-1.96,5.78,48.83,0.0,33.33,23.91,21.92
2018-10-02 20:00:00,-1.65,5.25,2.43,-3.1,5.55,51.97,47.07,15.69,22.42,20.45
2018-10-03 02:00:00,0.85,7.88,4.44,-0.56,4.91,45.67,0.0,15.69,25.57,23.55
2018-10-03 08:00:00,0.97,7.98,4.49,-0.19,4.58,45.28,0.0,15.69,25.78,23.75
2018-10-03 14:00:00,0.46,7.37,3.99,-0.88,4.8,46.72,21.43,7.14,25.15,23.14
2018-10-03 20:00:00,0.77,7.65,4.4,-0.76,5.07,45.83,8.24,9.89,25.58,23.56
2018-10-04 02:00:00,-1.38,5.25,1.95,-2.46,4.42,52.26,100.0,43.22,22.83,20.86
2018-10-04 08:00:00,-1.15,5.39,2.15,-2.27,4.42,51.68,91.77,66.67,23.07,21.09
2018-10-04 14:00:00,-5.47,0.54,-1.51,-7.37,6.12,62.81,100.0,97.26,17.41,15.52
2018-10-04 20:00:00,-4.17,1.72,0.16,-6.43,6.8,59.07,77.93,89.9,18.8,16.89
2018-10-05 02:00:00,-3.84,1.89,0.74,-6.34,7.28,58.5,61.22,79.72,19.02,17.11
2018-10-05 08:00:00,-4.89,0.56,-0.01,-7.81,8.12,61.41,87.35,75.5,17.48,15.59
2018-10-05 14:00:00,-3.87,1.46,1.22,-7.07,8.54,58.36,0.0,49.52,18.54,16.63
2018-10-05 20:00:00,-5.74,-0.75,-0.17,-9.38,9.67,63.21,100.0,62.45,15.95,14.09
2018-10-06 02:00:00,-4.9,-0.08,1.07,-8.85,10.32,60.85,51.34,50.45,16.74,14.86
2018-10-06 08:00:00,-6.39,-1.9,0.1,-10.74,11.45,64.77,100.0,83.78,14.58,12.74
2018-10-06 14:00:00,-5.64,-1.35,1.3,-10.27,12.12,62.76,68.6,73.32,15.22,13.37
2018-10-06 20:00:00,-6.36,-2.34,1.02,-11.25,12.93,64.98,100.0,89.53,14.03,12.19
2018-10-07 02:00:00,-8.39,-4.77,-0.31,-13.93,14.66,69.86,100.0,89.53,11.13,9.35
2018-10-07 08:00:00,-7.31,-3.92,1.41,-13.16,15.48,66.51,52.85,84.28,12.09,10.29
2018-10-07 14:00:00,-11.35,-8.51,-1.66,-17.86,17.94,74.38,100.0,84.28,6.63,4.92
2018-10-07 20:00:00,-15.51,-13.31,-3.92,-23.58,22.79,80.24,100.0,84.28,0.88,-0.74
2018-10-08 02:00:00,-15.2,-13.5,-1.91,-24.24,25.68,80.57,100.0,100.0,0.5,-1.11
2018-10-08 08:00:00,-14.3,-13.04,0.25,-23.77,27.22,79.14,89.79,96.6,0.88,-0.74
2018-10-08 14:00:00,-13.03,-12.17,2.41,-22.53,27.73,75.82,23.33,71.04,1.75,0.11
2018-10-08 20:00:00,-12.55,-12.09,3.35,-21.65,27.52,75.87,1.1,38.07,1.71,0.07
2018-10-09 02:00:00,-9.93,-9.76,6.47,-18.66,26.75,66.62,0.0,8.14,4.28,2.61
2018-10-09 08:00:00,-7.91,-7.98,8.53,-15.82,25.27,60.79,0.0,0.37,6.24,4.54
2018-10-09 14:00:00,-9.35,-9.71,6.87,-16.85,24.96,64.39,23.86,7.95,4.14,2.47
2018-10-09 20:00:00,-9.24,-9.87,6.9,-16.17,24.19,64.91,27.29,17.05,3.83,2.17
2018-10-10 02:00:00,-4.16,-4.94,12.44,-10.59,22.82,51.0,0.0,17.05,9.45,7.7
2018-10-10 08:00:00,-6.2,-7.15,9.66,-11.73,21.62,55.64,33.35,20.21,6.83,5.12
2018-10-10 14:00:00,-5.6,-6.71,9.77,-10.11,19.91,54.72,26.75,20.03,7.26,5.53
2018-10-10 20:00:00,-6.29,-7.57,8.53,-10.0,18.67,56.67,40.8,33.63,6.19,4.48
2018-10-11 02:00:00,5.7,4.44,23.1,1.02,19.7,36.82,0.0,22.52,20.03,18.11
2018-10-11 08:00:00,7.8,6.77,26.87,1.68,22.04,34.57,0.0,13.6,22.79,20.81
2018-10-11 14:00:00,5.65,4.82,25.09,-1.08,23.37,37.8,14.61,4.87,20.6,18.66
2018-10-11 20:00:00,12.67,12.17,35.63,3.02,27.33,31.54,0.0,4.87,29.2,27.12
2018-10-12 02:00:00,6.91,6.65,29.55,-3.57,29.32,39.3,100.0,38.2,22.92,20.94
2018-10-12 08:00:00,6.54,6.48,29.84,-5.02,31.02,39.44,100.0,66.67,22.8,20.83
2018-10-12 14:00:00,1.82,1.82,23.93,-9.94,31.66,46.08,100.0,100.0,17.45,15.56
2018-10-12 20:00:00,2.63,2.71,23.93,-9.75,31.45,45.0,92.53,97.51,18.5,16.6
2018-10-13 02:00:00,-0.67,-0.61,18.54,-12.71,30.36,49.75,100.0,97.51,14.66,12.82
2018-10-13 08:00:00,-1.76,-1.76,15.75,-13.57,29.0,51.39,100.0,97.51,13.32,11.5
2018-10-13 14:00:00,-0.76,-0.78,15.5,-12.57,27.66,49.92,76.95,92.32,14.44,12.6
2018-10-13 20:00:00,-1.2,-1.26,13.38,-12.66,25.95,50.69,89.06,88.67,13.87,12.04
2018-10-14 02:00:00,-3.82,-3.99,9.34,-14.85,24.87,55.02,100.0,88.67,10.68,8.9
2018-10-14 08:00:00,-2.86,-3.12,9.64,-13.98,24.15,53.47,69.58,86.21,11.64,9.84
2018-10-14 14:00:00,-3.6,-3.96,7.65,-14.37,22.79,54.91,97.83,89.13,10.63,8.85
2018-10-14 20:00:00,-0.35,-0.74,9.74,-11.0,20.87,49.05,0.0,55.8,14.33,12.5
2018-10-15 02:00:00,-6.27,-6.81,3.28,-16.64,21.35,58.46,100.0,65.94,7.26,5.53
2018-10-15 08:00:00,-8.42,-9.2,1.01,-19.12,22.13,61.81,100.0,66.67,4.4,2.72
2018-10-15 14:00:00,-7.28,-8.29,2.27,-18.54,22.66,60.03,86.05,95.35,5.35,3.66
2018-10-15 20:00:00,-6.93,-8.13,2.5,-18.54,22.87,59.87,84.76,90.27,5.44,3.75
2018-10-16 02:00:00,-6.27,-7.66,3.85,-17.92,23.41,58.95,14.59,61.8,5.9,4.2
2018-10-16 08:00:00,-4.79,-6.33,5.71,-15.97,22.85,56.04,0.0,33.12,7.35,5.63
2018-10-16 14:00:00,-3.44,-5.09,7.31,-14.19,22.27,53.46,0.0,4.86,8.7,6.96
2018-10-16 20:00:00,-3.55,-5.28,6.3,-12.07,18.92,53.92,7.24,2.41,8.43,6.68
2018-10-17 02:00:00,-3.38,-5.2,6.03,-10.57,16.98,53.86,7.3,4.85,8.46,6.71
2018-10-17 08:00:00,-1.95,-3.84,6.81,-7.56,14.42,50.69,0.0,4.85,9.98,8.21
2018-10-17 14:00:00,-2.87,-4.81,5.52,-7.65,13.32,52.96,70.36,25.89,8.81,7.07
2018-10-17 20:00:00,-2.84,-4.84,4.99,-6.47,11.54,53.16,76.36,48.9,8.72,6.97
2018-10-18 02:00:00,-2.65,-4.71,4.96,-5.76,10.76,52.93,70.8,72.51,8.81,7.06
2018-10-18 08:00:00,-4.85,-6.99,2.57,-7.65,10.49,58.57,100.0,82.39,6.13,4.42
2018-10-18 14:00:00,-0.67,-2.9,6.78,-3.03,9.63,48.05,0.0,56.93,10.76,8.98
2018-10-18 20:00:00,-1.56,-3.8,5.49,-3.33,8.73,50.2,20.47,40.16,9.69,7.93
2018-10-19 02:00:00,-0.58,-2.84,6.52,-2.4,8.74,48.06,0.08,6.85,10.76,8.98
2018-10-19 08:00:00,-0.56,-2.81,6.47,-2.27,8.57,48.06,0.08,6.87,10.76,8.98
2018-10-19 14:00:00,-0.34,-2.58,6.71,-2.12,8.63,47.56,0.0,0.05,10.99,9.21
2018-10-19 20:00:00,-0.13,-2.36,6.54,-1.27,7.61,47.05,0.0,0.03,11.21,9.43
2018-10-20 02:00:00,0.24,-1.97,6.92,-1.28,7.98,46.05,0.0,-0.0,11.63,9.84
2018-10-20 08:00:00,-1.28,-3.47,4.56,-2.66,7.15,50.78,100.0,33.33,9.88,8.12
2018-10-20 14:00:00,-0.76,-2.97,4.53,-2.13,6.58,49.32,69.22,56.41,10.43,8.65
2018-10-20 20:00:00,-0.37,-2.57,4.32,-1.65,5.89,48.17,44.79,71.34,10.85,9.07
2018-10-21 02:00:00,-1.38,-3.57,2.61,-2.46,5.06,51.59,100.0,71.34,9.67,7.9
2018-10-21 08:00:00,-1.47,-3.69,2.16,-2.53,4.7,52.1,100.0,81.6,9.49,7.74
2018-10-21 14:00:00,-1.48,-3.72,2.03,-2.59,4.63,52.33,100.0,100.0,9.42,7.66
2018-10-21 20:00:00,-0.28,-2.53,3.12,-1.49,4.56,47.96,0.0,66.67,10.74,8.96
2018-10-22 02:00:00,-0.13,-2.37,3.1,-1.42,4.48,47.47,0.0,33.33,10.89,9.11
2018-10-22 08:00:00,0.37,-1.84,3.65,-1.05,4.64,45.6,0.0,-0.0,11.47,9.68
2018-10-22 14:00:00,1.13,-1.05,4.42,-0.53,4.85,42.82,0.0,-0.0,12.36,10.56
2018-10-22 20:00:00,1.08,-1.04,4.3,-0.75,4.96,42.86,0.75,0.25,12.36,10.55
2018-10-23 02:00:00,2.6,0.55,6.03,0.3,5.55,37.6,0.0,0.25,14.17,12.33
2018-10-23 08:00:00,3.84,1.89,6.91,1.33,5.36,33.87,0.0,0.25,15.72,13.86
2018-10-23 14:00:00,2.75,0.93,6.04,-0.12,5.98,38.46,51.11,17.04,14.63,12.79
2018-10-23 20:00:00,2.48,0.76,5.8,-0.64,6.27,39.24,59.73,36.95,14.44,12.61
2018-10-24 02:00:00,1.31,-0.34,4.58,-1.87,6.36,44.41,100.0,70.28,13.2,11.38
2018-10-24 08:00:00,0.6,-1.01,3.77,-2.6,6.34,47.46,100.0,86.58,12.42,10.62
2018-10-24 14:00:00,1.4,-0.16,4.6,-1.92,6.43,44.22,63.96,87.99,13.39,11.57
2018-10-24 20:00:00,2.41,0.92,5.74,-1.15,6.74,40.46,14.82,59.59,14.63,12.79
2018-10-25 02:00:00,2.68,1.28,6.16,-1.13,7.1,39.26,0.0,26.26,15.05,13.2
2018-10-25 08:00:00,2.85,1.55,6.25,-1.15,7.22,38.33,0.0,4.94,15.37,13.52
2018-10-25 14:00:00,2.4,1.19,5.69,-1.7,7.25,40.21,31.95,10.65,14.97,13.13
2018-10-25 20:00:00,3.05,1.94,6.37,-1.27,7.45,37.49,0.0,10.65,15.85,13.99
2018-10-26 02:00:00,3.34,2.34,6.43,-1.1,7.34,36.08,0.0,10.65,16.33,14.46
2018-10-26 08:00:00,2.48,1.57,5.09,-1.81,6.79,40.43,100.0,33.33,15.47,13.62
2018-10-26 14:00:00,2.05,1.21,4.01,-1.94,5.9,42.38,100.0,66.67,15.08,13.23
2018-10-26 20:00:00,0.71,-0.09,2.25,-3.03,5.3,49.25,100.0,100.0,13.6,11.78
2018-10-27 02:00:00,1.03,0.27,2.13,-2.49,4.62,47.56,87.16,95.72,14.01,12.18
2018-10-27 08:00:00,0.93,0.2,1.67,-2.37,4.05,47.88,84.43,90.53,13.94,12.11
2018-10-27 14:00:00,2.29,1.63,2.87,-0.98,3.82,41.37,0.0,57.2,15.58,13.72
2018-10-27 20:00:00,2.62,2.04,3.01,-0.6,3.57,39.66,0.0,28.14,16.07,14.21
2018-10-28 02:00:00,1.75,1.24,2.17,-1.41,3.57,44.21,55.32,18.44,15.17,13.32
2018-10-28 07:00:00,1.97,1.52,2.46,-1.1,3.54,42.89,39.26,31.53,15.51,13.66
2018-10-28 13:00:00,1.65,1.26,2.19,-1.37,3.55,44.39,100.0,64.86,15.23,13.38
2018-10-28 19:00:00,1.54,1.2,2.12,-1.45,3.56,44.69,100.0,79.75,15.17,13.32
2018-10-29 01:00:00,1.83,1.54,2.27,-1.11,3.36,42.83,0.0,66.67,15.58,13.72
2018-10-29 07:00:00,4.06,3.89,4.54,0.84,3.6,33.16,0.0,33.33,18.3,16.4
2018-10-29 13:00:00,6.99,7.04,8.55,2.43,5.8,25.31,0.0,-0.0,21.97,20.01
2018-10-29 19:00:00,6.81,7.07,9.14,1.38,7.37,25.13,0.0,-0.0,22.07,20.11
2018-10-30 01:00:00,5.83,6.26,8.56,-0.04,8.25,29.45,24.43,8.14,21.23,19.28
2018-10-30 07:00:00,6.38,7.0,9.6,-0.07,9.24,27.57,30.41,18.28,22.16,20.19
2018-10-30 13:00:00,6.5,7.32,10.1,-0.48,10.1,26.71,36.52,30.46,22.6,20.63
2018-10-30 19:00:00,5.94,6.93,9.83,-1.38,10.75,28.69,82.45,49.79,22.23,20.27
2018-10-31 01:00:00,5.97,7.13,10.15,-1.71,11.38,28.0,47.1,55.35,22.54,20.57
2018-10-31 07:00:00,6.07,7.4,10.43,-1.96,11.89,27.09,19.46,49.67,22.94,20.97
2018-10-31 13:00:00,4.58,6.03,8.82,-3.44,11.94,35.61,100.0,55.52,21.44,19.49
2018-10-31 19:00:00,4.27,5.83,8.11,-3.69,11.54,36.48,100.0,73.15,21.28,19.33
2018-11-01 01:00:00,4.33,6.01,7.79,-3.57,11.12,35.61,90.72,96.91,21.55,19.6
2018-11-01 07:00:00,3.78,5.55,6.7,-3.88,10.44,38.31,100.0,96.91,21.09,19.14
2018-11-01 13:00:00,4.44,6.35,7.14,-3.23,10.17,34.94,0.0,63.57,22.08,20.12
2018-11-01 19:00:00,2.94,4.89,5.33,-4.49,9.78,43.68,100.0,66.67,20.47,18.53
2018-11-02 01:00:00,2.63,4.64,4.51,-4.51,9.02,44.89,100.0,66.67,20.23,18.29
2018-11-02 07:00:00,2.62,4.69,3.99,-4.22,8.23,44.41,95.2,98.4,20.34,18.4
2018-11-02 13:00:00,0.39,2.41,1.26,-6.0,7.44,56.25,100.0,98.4,17.75,15.86
2018-11-02 19:00:00,0.51,2.52,0.79,-5.51,6.44,55.45,93.67,96.29,17.91,16.01
2018-11-03 01:00:00,0.9,2.93,0.55,-4.68,5.33,52.91,71.78,88.49,18.41,16.51
2018-11-03 07:00:00,2.26,4.37,1.74,-3.21,4.99,45.46,8.84,58.1,20.11,18.18
2018-11-03 13:00:00,2.22,4.37,1.85,-3.08,4.96,45.22,0.0,26.87,20.17,18.24
2018-11-03 19:00:00,1.51,3.67,1.33,-3.6,4.99,48.93,36.2,15.01,19.41,17.49
2018-11-04 01:00:00,3.07,5.34,3.01,-2.02,5.0,41.24,0.0,12.07,21.39,19.44
2018-11-04 07:00:00,-0.25,1.92,0.1,-5.2,5.44,56.14,100.0,45.4,17.47,15.58
2018-11-04 13:00:00,-2.31,-0.28,-1.16,-7.54,6.67,63.06,100.0,66.67,14.93,13.08
2018-11-04 19:00:00,-2.45,-0.52,-0.61,-7.93,7.65,63.76,100.0,100.0,14.65,12.81
2018-11-05 01:00:00,-1.6,0.28,0.63,-7.06,7.95,59.79,82.37,94.12,15.57,13.71
